Brand Name,Generic Name,Manufactor Name,Total Spending 2016,Total Units 2016,Total Spending 2017,Total Units 2017,Total Spending 2018,Total Units 2018,Total Spending 2019,Total Units 2019,Total Spending 2020,Total Units 2020
Glycopyrrolate*,Glycopyrrolate,Amer. Regent,283403,33641,252475.41,32530,206508.26,28083,170365.77,22089,72134.94,10469
Glycopyrrolate*,Glycopyrrolate,Heritage Pharma,,,123887.87,189749,1744901.91,3054800.5,2895168.27,4984422.25,3635260.22,6406035
Glycopyrrolate*,Glycopyrrolate,AHP,75343.95,132386,41562.34,75613.5,8442.47,14647,5411.88,7795,602.25,1419
Glydo,Lidocaine HCl,Sagent Pharmace,16554.22,31017,26459.81,44770,55013.39,101974,120642.96,180294.42,131667.87,193119.91
Glynase,"Glyburide,Micronized",Pharmaci/Pfizer,55734.22,21042,45468.11,13834,37679.29,10452,24082.35,8330,19932.12,6780
Glyset,Miglitol,Pharmaci/Pfizer,1685088.27,770355.5,716151.74,268922,289304.63,93452,196227.11,64545,189493.31,61634
Glyxambi,Empagliflozin/Linagliptin,Boehringer Ing.,16070480.8,961240,25121751.24,1462734,35955623.55,2067232,54326319.24,2980632,71473721.59,3929820
Gocovri,Amantadine HCl,"Adamas Pharma,",,,294472.21,7331,24214324.06,603123,42856321.91,990791,53349152.54,1197420
Golytely,"PEG3350/Sod Sulf,Bicarb,Cl/KCl",Braintree/Sebel,244762.21,46776795,223030.22,41048256,311292.23,39805363,330589.37,51710316,500642.31,97816935.2
Gonitro,Nitroglycerin,Espero Pharmace,,,21857.84,3251,14003.06,2023,6754.02,921,2219.03,303
Gralise,Gabapentin,Assertio/Almati,26884611.16,4369454.5,29365453.84,4177330,24469506.98,3040011,23673267.2,2566899,21334685.39,2293745
Granisetron HCl,Granisetron HCl/PF,App/Fresenius K,5237.66,627,9629.76,719,11513.03,610,24116.25,1725,40778.68,5512.2
Granisetron HCl,Granisetron HCl/PF,Mylan Instituti,,,,,3462.92,420,2470.77,266,10943.51,1571
Granisetron HCl*,Granisetron HCl,West-Ward/Hikma,12238.08,714,6160.6,750,23964.55,1336,42513.06,2652,20083.27,2128
Granisetron HCl*,Granisetron HCl,Roxane/West-War,313854.32,48291,190616.52,30496,183796.44,36821,173728.36,34428,55689.72,12722
Granisetron HCl*,Granisetron HCl,"Orchidpharma, I",7977.86,1364,38950.07,7602,58281.41,7148,46277.12,8413,104887.05,17321
Granisetron HCl*,Granisetron HCl,Northstar Rx Ll,81388.42,22191,164347.8,33839,101081.47,23942,142973.08,29757.99,39607.17,9772
Granisetron HCl*,Granisetron HCl,Mylan Instituti,,,,,1422.35,368,3497.68,411,3654.48,1007
Granisetron HCl*,Granisetron HCl,Breckenridge,45229.07,6235,38922.17,5033,140631.49,23808,284692.17,57615,488083.72,93489
Granisetron HCl*,Granisetron HCl,App/Fresenius K,980.78,544,1067.53,84,3341.79,804,598.91,176,3786.6,228
Granisetron HCl*,Granisetron HCl,Akorn Inc.,93579.8,6052,76943.34,12023,72033.82,4600,49716.38,3173,30317.64,2255
Granix,Tbo-Filgrastim,"Cephalon,Inc.-T",3097918.69,5822,4758026.87,9193,5331488.47,9505.3,4936057.31,8895.4,4189446.37,7551.1
Grastek,"Grass Pollen-Timothy, Standard","Alk-Abello, Inc",,,,,,,,,135438.44,13060
Griseofulvin,"Griseofulvin, Microsize",Sigmapharm Labo,,,,,,,4931.01,604,320214.03,45508
Griseofulvin,"Griseofulvin, Microsize",Sandoz,639429.69,108844,577215.7,102219,752909.84,126269,1049978.47,166689,811644.16,126172
Griseofulvin,"Griseofulvin, Microsize",Rising Pharm,763065.33,133123.5,772086.47,133632.5,338979.75,56519.5,35117.77,5796.5,13226.32,2161
Griseofulvin,"Griseofulvin, Microsize","Cipla USA, Inc.",,,9753.68,41310,33377.7,138443,53932.26,181474,32110.21,106270
Griseofulvin,"Griseofulvin, Microsize",Actavis/Teva,7652.75,48229,22470.57,83790,27525.94,99636,48373,152476,39254.46,130446
Griseofulvin Ultramicrosize,Griseofulvin Ultramicrosize,Rising Pharm,595477.6,120409.57,533350.96,119767.5,376320.89,82314,78807.6,16902.5,36249.22,7151
Griseofulvin Ultramicrosize,Griseofulvin Ultramicrosize,Amneal Pharmace,,,,,443462.71,108779,857034.79,209854.07,638148.23,155380
Griseofulvin Ultramicrosize,Griseofulvin Ultramicrosize,Sandoz,,,,,,,,,39892.79,9243
Guanfacine HCl,Guanfacine HCl,Precision Dose,,,,,,,,,1661.95,3046
Guanfacine HCl,Guanfacine HCl,Mylan,498713.14,2733057.666,500203.59,2523428.25,601810.12,2337749.64,111864.67,304064,36574.84,68580
Guanfacine HCl,Guanfacine HCl,Epic Pharma LLC,42225.41,281976.5,17264.28,99572,2171.47,6623,257615.85,362294.75,751573.23,1042061.25
Guanfacine HCl,Guanfacine HCl,Avpak,,,,,453.69,691,459.05,797,293.99,282
Guanfacine HCl,Guanfacine HCl,Amneal Pharmace,424927.17,2406461.5,546167.96,3099536,614107.58,2621804.86,2349107.17,4241502.85,2235931.54,3499648.57
Guanfacine HCl,Guanfacine HCl,Actavis/Teva,106300,577794.5,131538.58,731769.96,235241.56,1030157.9,276462.68,726449.75,789286.12,1511101
Guanfacine HCl,Guanfacine HCl,AHP,469.35,2089,606.14,3011,193.01,803,167.83,277,113.09,107
Guanfacine HCl ER,Guanfacine HCl,Teva USA,127091.27,61764,226018.82,104352,190607.92,96742,89899.21,46064,72078.06,38836
Guanfacine HCl ER,Guanfacine HCl,TWI Pharmaceuti,,,95602.55,41926,822061.9,391331,1355204.58,680117,1407584.13,744783
Guanfacine HCl ER,Guanfacine HCl,Ohm-Sun Pharmac,,,,,111238.45,61895,224713.81,126549,253488.66,137610
Guanfacine HCl ER,Guanfacine HCl,Apotex Corp,,,,,24339.97,14291,914299.1,544473,1416414.48,835218
Guanfacine HCl ER,Guanfacine HCl,Actavis/Teva,829504.12,382408,1114511.83,564257,1439095.02,768352.5,1310478.71,672576.5,1371353.28,749034
Gvoke Hypopen 1-Pack,Glucagon,Xeris Pharmaceu,,,,,,,,,122338.86,79.5
Gvoke Hypopen 2-Pack,Glucagon,Xeris Pharmaceu,,,,,,,,,2263710.4,1519.5
Gvoke PFS 1-Pack Syringe,Glucagon,Xeris Pharmaceu,,,,,,,29055.44,22.1,1137005.11,770.5
Gvoke PFS 2-Pack Syringe,Glucagon,Xeris Pharmaceu,,,,,,,31796.92,21.8,934394.97,653.3
Gynazole 1,Butoconazole Nitrate,Perrigo Co.,57864.99,3182.6,73170.82,3750.6,62527.67,3020.8,70070.91,3332.4,54141.79,2495
Haegarda,C1 Esterase Inhibitor,CSL Behring LLC,,,8868872.41,3598,61885499.64,24973,63585462.53,25683,75081859.14,29289
Hailey,Norethindrone Ac-Eth Estradiol,Glenmark Pharma,,,,,,,,,26848.29,31117
Hailey 24 Fe,Norethindrone-E.Estradiol-Iron,Glenmark Pharma,,,,,,,12576.51,10080,20539.16,14896
Hailey Fe,Norethindrone-E.Estradiol-Iron,Glenmark Pharma,,,,,,,,,3355.97,7840
Halaven,Eribulin Mesylate,Eisai Inc.,939225.91,1814,1046183.43,1926,906346.21,1614,1302534.39,2216,1193527.6,1964
Halcinonide,Halcinonide,Mylan,,,,,,,287007.16,31050,1453006.43,170050
Halcion,Triazolam,Pharmaci/Pfizer,143311.64,35394,145326.72,29565,132896.17,23678,132960.8,24287,108802.92,19842
Haldol,Haloperidol Lactate,Janssen Pharm.,6060.6,328,4228.85,1392.4,4059.2,207,1791.32,103,2280.53,128
Haldol Decanoate 100,Haloperidol Decanoate,Janssen Pharm.,114314.85,774,62861.71,394,63762.94,392,58583.59,360,37377.25,238.5
Haldol Decanoate 50,Haloperidol Decanoate,Janssen Pharm.,30036.15,355,26221.62,299,18195.21,207,9911.13,116,8183.05,96
Halobetasol Propionate,Halobetasol Propionate,Teligent Pharma,,,,,428150.32,153463.5,5390041.7,1915362,5516245.9,2344876.6
Halobetasol Propionate,Halobetasol Propionate,Taro Pharm USA,180091.23,61318.6,196088.87,68170.8,194298.7,69126,127360.88,57977,62921.59,34477.26
Halobetasol Propionate,Halobetasol Propionate,Sola Pharmaceut,,,,,,,421213.39,189570,1164186.85,513240
Halobetasol Propionate,Halobetasol Propionate,Perrigo Co.,5899283.08,2279396.812,10115156.6,3822714.809,16737040.66,6690203.67,17510109.61,8634326.966,13219996.64,6992665.1
Halobetasol Propionate,Halobetasol Propionate,Mckesson Packag,,,,,,,,,49748.79,50810
Halobetasol Propionate,Halobetasol Propionate,Mayne Pharma In,,,,,,,281864.46,18750,73871.59,4550
Halobetasol Propionate,Halobetasol Propionate,Fougera/Sandoz,1347171.76,563450.3,3519596.32,1364166.5,2969476.93,1159354.95,596694.89,340543.5,559112.35,326027.02
Halobetasol Propionate,Halobetasol Propionate,Cosette Pharmac,7165493.96,2723413.15,11482037.94,4241941.36,7156684.8,2699349.575,6906458.13,2966841.663,5577584.17,2572950
Halog,Halcinonide,Sun Pharmaceuti,1348277.22,115487.55,1324775.36,103386,1071893.88,83310,872854.12,68070,457085.9,37950
Haloperidol,Haloperidol,Zydus Pharmaceu,10486761.28,11336689.61,11925931.13,13290262.5,16685688.4,20723360.71,26278231.07,33927227.14,18699060.81,23402464.39
Haloperidol,Haloperidol,Upsher-Smith La,,,,,,,,,5730181.95,7994284.75
Haloperidol,Haloperidol,Mylan Instituti,291026.8,408563.5,160047.54,243044,245505.24,449783.5,232206.14,404115.5,318443.17,601375.5
Haloperidol,Haloperidol,Mylan,17957038.84,34056583.22,13809283.61,26128065.93,10510554.49,20657268.31,3212516.71,5921968.092,6475249.23,11540603.82
Haloperidol,Haloperidol,Method Pharmace,,,,,,,2419.9,5249,3315926.57,5277851.156
Haloperidol,Haloperidol,Sandoz,10239338.88,18224294.65,11589939.3,22784138.09,7904164.04,16769217.71,1273746.67,2223070.75,279618.12,444748
Haloperidol,Haloperidol,Major Pharmaceu,94867.35,147343.5,84994.08,109772.5,134989.91,168694.5,27340.04,30950,33332.99,35325
Haloperidol,Haloperidol,AHP,126173.61,92820,91551.33,79057,31976.28,32896,48965.42,38863,19444.5,14916
Haloperidol Decanoate,Haloperidol Decanoate,West-Ward/Hikma,,,,,,,,,365297.32,10954.25
Haloperidol Decanoate,Haloperidol Decanoate,Teva USA,,,,,,,32036.59,837.5,553494.6,14272.05
Haloperidol Decanoate,Haloperidol Decanoate,Zydus Pharmaceu,,,,,,,,,537568.56,15889.5
Haloperidol Decanoate,Haloperidol Decanoate,Teva Parenteral,19724.85,3138.071,108651,4167,3292259.55,85742.216,2316584.18,67612.25,1864829.67,52773.75
Haloperidol Decanoate,Haloperidol Decanoate,Somerset Therap,,,,,2071.38,47,566920.16,16136.667,5919046.84,163749.157
Haloperidol Decanoate,Haloperidol Decanoate,Sagent Pharmace,,,,,1105270.86,31201.25,1367494.71,39023.15,1053238.81,29549.867
Haloperidol Decanoate,Haloperidol Decanoate,Patriot Pharmac,896330.29,36336.302,923059.87,36725.163,775396.83,31042.165,531622.24,21777.75,392451.05,16195
Haloperidol Decanoate,Haloperidol Decanoate,Mylan Instituti,4418018.61,114488.566,6266793.93,165596.69,5260867.64,138726.2,5243110.9,138899.682,2288034.73,60379.75
Haloperidol Decanoate,Haloperidol Decanoate,Fresenius Kabi,,,,,,,,,11689.05,310
Haloperidol Decanoate,Haloperidol Decanoate,App/Fresenius K,12144996.28,280722.549,10367710.38,236006.035,6341096.79,148766.25,5847264.6,137086.4,3839622.56,91174.15
Haloperidol Decanoate 100,Haloperidol Decanoate,Patriot Pharmac,6419312.31,142576.575,5710365.95,126245.375,6011239.15,133695.1,6700616.31,150122.642,4379220.2,99038.75
Haloperidol Lactate*,Haloperidol Lactate,West-Ward/Hikma,,,36107.83,16816,78607.74,35322.4,93711.15,43955.4,60540.84,29020.5
Haloperidol Lactate*,Haloperidol Lactate,"West-Ward,Inc./",,,,,,,9409.44,8350,3587.17,2894
Haloperidol Lactate*,Haloperidol Lactate,Teva USA,167993.54,579082.6,213919.94,710837.58,289720.02,972925.85,359588.1,945680.3,20770.38,40824.6
Haloperidol Lactate*,Haloperidol Lactate,Silarx/Lannett,129347.09,628563.542,156603.96,784022.57,338622.41,1430012.31,1210803.26,3300153.914,982434.82,1761323.511
Haloperidol Lactate*,Haloperidol Lactate,Sagent Pharmace,95492.68,14810,75871.22,13003,48216.94,7937,16074.3,3047,4237.3,838.2
Haloperidol Lactate*,Haloperidol Lactate,Pharmaceutical,313804.1,1894085.327,176589.01,1390364.845,217228.67,1664713.045,1202501.27,4580175.64,1104388.34,3703307.253
Haloperidol Lactate*,Haloperidol Lactate,Patriot Pharmac,100142.27,20050.5,68307.13,12367.6,63940.69,11420.4,70311.98,12784,70333.79,12246
Haloperidol Lactate*,Haloperidol Lactate,Mylan Instituti,110361.42,56944.88,101550.84,55851,76168.6,42493,67300.43,37666.4,125030.11,73621.88
Haloperidol Lactate*,Haloperidol Lactate,Fresenius Kabi*,599150.55,103054.96,350221.46,71537.8,245708.51,50212.1,177871.4,38467.36,161036.46,35210.7
Haloperidol Lactate*,Haloperidol Lactate,App/Fresenius K,118401.68,25075,66294.86,15802.25,25645.91,6854,19526.99,5133,22435.27,5605
Harvoni,Ledipasvir/Sofosbuvir,Gilead Sciences,4398691504,3932401,2551973528,2279283,1725710944,1525342,744736836.1,646822,243154492.9,212712
Havrix,Hepatitis A Virus Vaccine/PF,Glaxosmithkline,3151186.13,41801.5,3843292.24,51711.05,12321179.57,147020.1,12920845.86,146426,4486871.36,49810.051
Healthwise Insulin Syringe,"Syringe And Needle,Insulin,1ml",Allison Medical,,,,,,,663.06,2300,1171.1,4360
Healthwise Insulin Syringe,"Syringe-Needle,Insulin,0.5 Ml",Allison Medical,,,,,,,963.61,3900,1525.63,6320
Healthwise Pen Needle,"Pen Needle, Diabetic",Allison Medical,,,,,,,1447.65,4500,1316.55,4792
Healthy Accents Unifine Pentip,"Pen Needle, Diabetic",Owen Mumford Us,161988.57,768755,167922.2,793208,196121.12,915156,211090.13,987331,154909.01,726214
Heather,Norethindrone,Glenmark Pharma,83439.45,152732,99015.39,174175,127235.01,207547,130562.84,216526,190448.22,293782
Hemady,Dexamethasone,Acrotech Biopha,,,,,,,,,2260.43,89
Hemocyte Plus,"Iron Fum/Folic Acid/Mv,Min 15",US Pharmaceutic,,,,,,,459.48,810,465.59,794
Hepagam B,Hepatitis B Immun Glob/Maltose,Saol Therapeuti,,,,,,,,,86997.64,500
Heparin Sodium,"Heparin Sodium,Porcine",West-Ward/Hikma,137162.23,99389,117459.79,94090.44,126999.74,105537.029,392276.55,246195.75,160785.46,85132
Heparin Sodium,"Heparin Sodium,Porcine",Sagent/Premierp,10870.02,8018,11285.39,9227,90812.63,67495.8,147664.17,107306,942.5,671
Heparin Sodium,"Heparin Sodium,Porcine",Sagent Pharmace,965498.44,460085.431,847963.5,450014.879,618819.28,331548.655,161742.23,67033.68,242525.36,99809.789
Heparin Sodium,"Heparin Sodium,Porcine",Pfizer US Pharm,429598.97,161072,131288.6,53196.8,46245.32,25680.516,317362.67,157591.3,780639.19,276148.3
Heparin Sodium,"Heparin Sodium,Porcine",Mylan Instituti,,,,,178433.92,86864,1185420.79,532206,362291.83,145935.978
Heparin Sodium,"Heparin Sodium,Porcine",Meitheal-Premie,,,,,,,,,23241.21,13034
Heparin Sodium,"Heparin Sodium,Porcine",Meitheal Pharma,,,,,,,33441.14,15943,180311.98,83343
Heparin Sodium,"Heparin Sodium,Porcine",Mckesson Packag,1127077.66,413508,1385691.78,623773.928,1444014.64,650826,890530.5,415497.833,1168614.69,496261.81
Heparin Sodium,"Heparin Sodium,Porcine",Hospira/Pfizer,2610156.8,1616554.165,1930435.52,1232835.38,1433003.49,893744.883,104872.64,70338,645381.81,339356.52
Heparin Sodium,"Heparin Sodium,Porcine",Fresenius Kabi/,2677.34,2309.07,9199.29,7132,9723.12,7742,10051.06,7745.27,5699.98,3365
Heparin Sodium,"Heparin Sodium,Porcine",Fresenius Kabi,40102.11,26292,63415.61,46970.5,88536.05,57824,49364,25482.627,96284.77,43716.67
Heparin Sodium,"Heparin Sodium,Porcine",App/Fresenius K,806412.43,236871.091,673774.15,332309.894,627162.54,232845.258,1429412.57,475737.901,477848.24,155582.478
Heparin Sodium In 0.45% NaCl,"Heparin Sod,Pork In 0.45% NaCl",Hospira/Pfizer,1449.82,57751,255.99,7500,1593.75,55007.5,523.24,17251,361.85,9752
Heparin Sodium*,"Heparin Sodium,Porcine/PF",West-Ward/Hikma*,,,,,,,8906.99,1630,45381.36,8039
Heparin Sodium*,"Heparin Sodium,Porcine/PF",Hospira/Pfizer,55109.82,10662.5,34079.92,5862,37494.13,6487,8317.75,1541,10003.75,1765
Heparin Sodium*,"Heparin Sodium,Porcine/PF",Fresenius Kabi*,27669.39,12629,56295.25,19673,48696.21,13365.2,35897.44,7141,54535.13,11165.8
Heparin Sodium*,"Heparin Sodium,Porcine/PF",App/Fresenius K,29095.83,3121.5,29389.41,3477,22709.31,2662.519,19079.31,1986,14755.45,1507.5
Hepsera,Adefovir Dipivoxil,Gilead Sciences,1019621.51,24839,795862.91,17969,668961.97,13905,443989.45,8940,514176.66,9752
Herceptin,Trastuzumab,"Genentech, Inc.",14557773.57,3608.619,14463477.67,6380,17550576.72,11472,15028324.96,9288,11712223.82,7184
Herceptin Hylecta,Trastuzumab-Hyaluronidase-Oysk,"Genentech, Inc.",,,,,,,,,125940.48,135
Herzuma,Trastuzumab-Pkrb,Teva USA,,,,,,,,,169714.66,96
Hetlioz,Tasimelteon,Vanda Pharmaceu,50883936.28,120904,65170630.4,141720,90316945.88,181334,118599729.5,220020,128931589.3,217773
Hiberix,Haemoph B Poly Conj-Tet Tox/PF,Glaxosmithkline,1670.86,57,2917.63,164.2,2980.15,166,5303.08,295.5,7365.89,367.5
Hidex,Dexamethasone,Gentex Pharma,,,,,,,,,11310.18,483
Hizentra,Immun Glob G(IgG)/Pro/IgA 0-50,CSL Behring LLC,37848344.12,1126262,51955017.27,1554906,76163295.33,2294790,137133169.1,4054321,186004819.9,5344480
Horizant,Gabapentin Enacarbil,Xenoport/Arbor,17191343.18,1577927,21371930.6,1729757,24281973.4,1878071,26705425.64,2021706,29899246.34,2092440
Humalog,Insulin Lispro,Eli Lilly & Co.,624402364.9,26301013.24,594528099.3,23104247.78,589230439.9,21937400.16,549236374.5,20681482.49,449251292.2,17241808.23
Humalog Junior Kwikpen,Insulin Lispro,Eli Lilly & Co.,,,82778.63,2421,1941879.52,55983,4230470.67,121612,6145479.09,178717
Humalog Kwikpen U-100,Insulin Lispro,Eli Lilly & Co.,1029324245,33454850.7,1089309296,32480146,1199569555,34148029.24,1218056279,34931814.2,1053915810,30573580
Humalog Kwikpen U-200,Insulin Lispro,Eli Lilly & Co.,57071606.89,911119,94165348.49,1385380,122092201.6,1718122,140213500.5,1976476,154533157.2,2184844
Humalog Mix 50-50,Insulin Lispro Protamin/Lispro,Eli Lilly & Co.,18949447.3,742748,15262286.9,546470,13727392.85,474115,11590408.23,401448,10144996.96,353120
Humalog Mix 50-50 Kwikpen,Insulin Lispro Protamin/Lispro,Eli Lilly & Co.,32270538.37,1039074,29244152.56,863886,27911660.18,788904,26031916.33,736083,24113083.78,684384
Humalog Mix 75-25,Insulin Lispro Protamin/Lispro,Eli Lilly & Co.,153970994.8,6103931,132797196.7,4817027.111,118619512.3,4104192.2,101067295,3511860,89208218.23,3115026.3
Humalog Mix 75-25 Kwikpen,Insulin Lispro Protamin/Lispro,Eli Lilly & Co.,313470542.9,10153902,312406668.8,9259694,313761539.5,8847592,303665676.5,8582148,277054165.6,7877933
Humapen Luxura Hd,Insulin Admin. Supplies,Eli Lilly & Co.,13109.95,290,13439.61,296,9790.4,211,3499.79,73,1071.71,21
Humatrope,Somatropin,Eli Lilly & Co.,8399869.26,10243,7227967.14,8417,7082941.85,7663,6550664.18,6771,6960924.81,6709
Humira,Adalimumab,Abbvie US LLC,490104558.1,249405.7,543989441.9,244073.4,596288038.4,243688.882,484881026,186403.8,383631562,138117
Humira Pen,Adalimumab,Abbvie US LLC,1638358573,829335.38,2014291732,900860.14,2388343504,971733.92,1749371716,669360.142,1215774159,436466.06
Humira Pen Crohn'S-Uc-Hs,Adalimumab,Abbvie US LLC,40568084.39,20673,43018276.12,19221,41116714.32,16632,13108459.17,4997.4,7424081.73,2629.5
Humira Pen Psor-Uveits-Adol Hs,Adalimumab,Abbvie US LLC,28550503.46,14467.6,35441108.95,15785.4,37572462.5,15195,19780376.41,7500.01,11999684.87,4240
Humira(Cf),Adalimumab,Abbvie US LLC,,,,,14055940.77,5705,175792474.7,66742.8,305570324,107935.2
Humira(Cf) Pediatric Crohn'S,Adalimumab,Abbvie US LLC,,,,,,,527033.75,102,897025.86,160
Humira(Cf) Pen,Adalimumab,Abbvie US LLC,,,,,78410238.11,31779.8,1205499315,457270.2,2169430424,766006.2
Humira(Cf) Pen Crohn'S-Uc-Hs,Adalimumab,Abbvie US LLC,,,,,7851069.28,1589,43047254.66,8134.4,46347134.9,8129
Humira(Cf) Pen Psor-Uv-Adol Hs,Adalimumab,Abbvie US LLC,,,,,4703735.98,1424,27218091.79,7697,25635990.53,6742
Humulin 70-30,Insulin NPh Hum/Reg Insulin Hm,Eli Lilly & Co.,196686622.5,16420924,171928641.3,13415390,172668823.7,12928314.4,158716767.3,12026384.8,152201343.4,11601707.71
Humulin 70/30 Kwikpen,Insulin NPh Hum/Reg Insulin Hm,Eli Lilly & Co.,89446284.56,3412036,84742472.86,3133249,91543648.77,3377235.5,93660208.79,3586404,99426616.91,3910519
Humulin N,Insulin NPh Human Isophane,Eli Lilly & Co.,150449086.7,19315097.25,140393476.6,17656194.2,140354384.7,17035018.5,130035663.8,16164866.8,126145792.4,15802414
Humulin N Kwikpen,Insulin NPh Human Isophane,Eli Lilly & Co.,52527567.73,2376292,50726510.44,2479619,52862558.83,2786945,54296023.02,3146446,57153960.32,3504344.143
Humulin R,"Insulin Regular, Human",Eli Lilly & Co.,76705194.41,8103459.489,70669751.93,7257176.788,70822375.33,7010696.14,66232553.69,6641351.99,63906594.24,6494117.15
Humulin R U-500,"Insulin Regular, Human",Eli Lilly & Co.,167404216.8,2617168,145524395.6,2060010,121962585.8,1655928.2,107737315.9,1456717.9,95525384.89,1289875.03
Humulin R U-500 Kwikpen,"Insulin Regular, Human",Eli Lilly & Co.,28371608.25,326501,101653315.6,1115398.16,164206982.8,1758612,206782026.5,2203220,231872668.6,2466670
Hydralazine HCl*,Hydralazine HCl,Teva USA,29863097.2,215628093.5,31553942.07,244418026.6,27549482.17,228137271.7,23721009.26,216937164.4,24375984.62,222924766.1
Hydralazine HCl*,Hydralazine HCl,Sciegen Pharmac,,,,,,,,,516.65,3900
Hydralazine HCl*,Hydralazine HCl,Nivagen Pharmac,,,1036.31,14193,147455,2085325,64070.17,1023998,11910.42,189531
Hydralazine HCl*,Hydralazine HCl,Mylan Instituti*,25884.41,119512.25,19620.91,96136,18353.68,114182,17176.81,103709,19086.78,100320
Hydralazine HCl*,Hydralazine HCl,Strides Pharma,1415292.21,9358575.4,759760.05,4867055.5,3033727.13,21983098.95,5765143.08,36441520.42,6408567.91,41916768.85
Hydralazine HCl*,Hydralazine HCl,Mckesson Packag,55.9,74,1513.96,9481,3450.19,25428,3172.18,19174,2312.72,12841
Hydralazine HCl*,Hydralazine HCl,Major Pharmaceu,19019.58,152108,40259.32,290432,70770.3,532182.1,78015.41,543374.6,80109.8,564747.9
Hydralazine HCl*,Hydralazine HCl,Heritage Pharma,23867551.98,150009382.8,22613037.14,146442772.9,25569570.72,183560167.4,30646295.85,213806292.5,35164529.96,232610983.3
Hydralazine HCl*,Hydralazine HCl,Fresenius Kabi,28040.15,7730.25,22996.34,7751.5,5504.86,1704.5,6973.11,6669.25,14776.31,7916.5
Hydralazine HCl*,Hydralazine HCl,Exelan Pharmace,54848.3,335962,114179.7,812201.5,163240.36,1267592,161067.45,1238167,180363.93,1415363
Hydralazine HCl*,Hydralazine HCl,Camber Pharmace,22058055.46,149473280.9,27828934.16,204576883.9,31243627.11,227371106.3,36457756.95,259454473,37555755.34,283967510.9
